,table,count_into_etl,count_select_dev
26893,tbl_282664,10,0
26894,tbl_128010,1,0
26895,tbl_7924,0,2
26896,tbl_8513,24,0
26897,tbl_16011,18,0
26898,tbl_21165,6,0
26899,tbl_90184,0,0
26900,tbl_129414,1,0
26901,tbl_129878,1,1
26902,tbl_129879,2,0
26903,tbl_93769,0,0
26904,tbl_88695,13,0
26905,tbl_100091,12,0
26906,tbl_212867,0,0
26907,tbl_11760,2,0
26908,tbl_136133,12,0
26909,tbl_84440,0,7
26910,tbl_18789,22,0
26911,tbl_31394,1,0
26912,tbl_209499,0,0
26913,tbl_21246,22,0
26914,tbl_55089,2,0
26915,tbl_53445,10,0
26916,tbl_162441,10,0
26917,tbl_6990,0,8
26918,tbl_6991,0,0
26919,tbl_371497,0,0
26920,tbl_61214,10,0
26921,tbl_163890,0,0
26922,tbl_15921,22,0
26923,tbl_61253,13,0
26924,tbl_207376,0,0
26925,tbl_12686,11,0
26926,tbl_35042,22,0
26927,tbl_10304,18,0
26928,tbl_79478,0,0
26929,tbl_26779,12,0
26930,tbl_93171,12,0
26931,tbl_9838,24,0
26932,tbl_129461,12,0
26933,tbl_130093,0,6
26934,tbl_138691,0,3
26935,tbl_18096,3,0
26936,tbl_18097,3,0
26937,tbl_92766,0,0
26938,tbl_18570,12,0
26939,tbl_8379,18,0
26940,tbl_169754,12,0
26941,tbl_310858,0,0
26942,tbl_68594,12,0
26943,tbl_185703,0,4
26944,tbl_113448,16,0
26945,tbl_207014,16,0
26946,tbl_207015,0,0
26947,tbl_110671,0,0
26948,tbl_97298,12,0
26949,tbl_107141,0,0
26950,tbl_102820,8,0
26951,tbl_101435,12,0
26952,tbl_101791,0,0
26953,tbl_16770,22,0
26954,tbl_147235,1,0
26955,tbl_147699,1,0
26956,tbl_147700,2,0
26957,tbl_7795,0,3
26958,tbl_65060,3,0
26959,tbl_15554,1,0
26960,tbl_15553,1,0
26961,tbl_303684,0,0
26962,tbl_11603,2,0
26963,tbl_208091,0,14
26964,tbl_116721,0,0
26965,tbl_190936,0,4
26966,tbl_20995,2,0
26967,tbl_210094,0,4
26968,tbl_8986,6,0
26969,tbl_18056,3,0
26970,tbl_18057,3,0
26971,tbl_17895,6,0
26972,tbl_34932,0,1
26973,tbl_308389,15,0
26974,tbl_11244,2,0
26975,tbl_19075,22,0
26976,tbl_3445,0,0
26977,tbl_98699,8,0
26978,tbl_76033,0,7
26979,tbl_53148,20,0
26980,tbl_169750,0,0
26981,tbl_104861,0,1
26982,tbl_18182,3,0
26983,tbl_19390,6,0
26984,tbl_322364,0,0
26985,tbl_13566,6,0
26986,tbl_83116,0,0
26987,tbl_210386,0,4
26988,tbl_102065,0,0
26989,tbl_136092,11,0
26990,tbl_19066,22,0
26991,tbl_186691,0,45
26992,tbl_220882,0,0
26993,tbl_20750,24,0
26994,tbl_75857,0,0
26995,tbl_14259,4,0
26996,tbl_11672,2,0
26997,tbl_79054,0,0
26998,tbl_142776,1,0
26999,tbl_206800,0,11
27000,tbl_110931,12,0
27001,tbl_70231,0,0
27002,tbl_9435,2,0
27003,tbl_126304,12,0
27004,tbl_137742,0,0
27005,tbl_16043,16,0
27006,tbl_125574,12,0
27007,tbl_86630,12,0
27008,tbl_144697,0,0
27009,tbl_171050,0,0
27010,tbl_12703,3,0
27011,tbl_165874,8,0
27012,tbl_47660,13,0
27013,tbl_159933,12,0
27014,tbl_93389,0,0
27015,tbl_82225,0,0
27016,tbl_178112,0,0
27017,tbl_178012,13,0
27018,tbl_231485,11,0
27019,tbl_90393,13,0
27020,tbl_155325,0,0
27021,tbl_80678,0,0
27022,tbl_379791,22,0
27023,tbl_136436,0,0
27024,tbl_129435,12,0
27025,tbl_209597,0,0
27026,tbl_15619,2,0
27027,tbl_71643,0,7
27028,tbl_13606,6,0
27029,tbl_159925,12,0
27030,tbl_19225,3,0
27031,tbl_19226,3,0
27032,tbl_214539,0,0
27033,tbl_37686,14,0
27034,tbl_195164,12,0
27035,tbl_195163,0,0
27036,tbl_111318,0,0
27037,tbl_99628,0,0
27038,tbl_17577,12,0
27039,tbl_207457,0,0
27040,tbl_57362,3,0
27041,tbl_88726,12,0
27042,tbl_15330,2,0
27043,tbl_63183,10,0
27044,tbl_53464,13,0
27045,tbl_231143,0,0
27046,tbl_18576,12,0
27047,tbl_72203,0,0
27048,tbl_142784,1,0
27049,tbl_220157,4,0
27050,tbl_313326,4,0
27051,tbl_38390,7,0
27052,tbl_38467,7,0
27053,tbl_38544,7,0
27054,tbl_38313,7,0
27055,tbl_38621,7,0
27056,tbl_38698,7,0
27057,tbl_38775,7,0
27058,tbl_38852,7,0
27059,tbl_19365,6,0
27060,tbl_194557,0,0
27061,tbl_82562,12,0
27062,tbl_138264,11,0
27063,tbl_209213,0,0
27064,tbl_177252,0,0
27065,tbl_49634,10,0
27066,tbl_169074,0,0
27067,tbl_388675,3,0
27068,tbl_88916,12,0
27069,tbl_88915,0,0
27070,tbl_160304,0,0
27071,tbl_162169,0,0
27072,tbl_162225,0,0
27073,tbl_164155,0,0
27074,tbl_164210,0,0
27075,tbl_166132,0,0
27076,tbl_166186,0,0
27077,tbl_168162,0,0
27078,tbl_170141,0,0
27079,tbl_172120,0,0
27080,tbl_47669,10,0
27081,tbl_49088,2,0
27082,tbl_49216,2,0
27083,tbl_13114,1,0
27084,tbl_81581,13,0
27085,tbl_181035,0,4
27086,tbl_13318,1,0
27087,tbl_288854,1,0
27088,tbl_22299,0,0
27089,tbl_45178,6,0
27090,tbl_372107,0,0
27091,tbl_142825,12,0
27092,tbl_9990,24,0
27093,tbl_8174,13,0
27094,tbl_9829,0,0
27095,tbl_26968,5,0
27096,tbl_193370,5,0
27097,tbl_80858,0,0
27098,tbl_194513,0,0
27099,tbl_194363,6,3
27100,tbl_112321,8,0
27101,tbl_40398,11,0
27102,tbl_80174,0,19
27103,tbl_387548,9,0
27104,tbl_39790,1,0
27105,tbl_86997,0,0
27106,tbl_94145,0,0
27107,tbl_90432,0,0
27108,tbl_19100,1,0
27109,tbl_19099,0,0
27110,tbl_37642,18,0
27111,tbl_18124,30,0
27112,tbl_45431,11,0
27113,tbl_94855,0,0
27114,tbl_98450,8,0
27115,tbl_20699,22,0
27116,tbl_208375,2,0
27117,tbl_208376,2,0
27118,tbl_18306,3,0
27119,tbl_18307,3,0
27120,tbl_19353,3,0
27121,tbl_42316,0,1
27122,tbl_326362,0,0
27123,tbl_142037,0,0
27124,tbl_284443,0,0
27125,tbl_106806,0,0
27126,tbl_108000,40,0
27127,tbl_124052,13,0
27128,tbl_115096,0,0
27129,tbl_115132,0,0
27130,tbl_78530,13,0
27131,tbl_100058,8,0
27132,tbl_361974,0,0
27133,tbl_21584,24,0
27134,tbl_18569,12,0
27135,tbl_20874,24,0
27136,tbl_386847,4,0
27137,tbl_326930,1,0
27138,tbl_372677,5,0
27139,tbl_15345,1,0
27140,tbl_15346,1,0
27141,tbl_18336,3,0
27142,tbl_18337,3,0
27143,tbl_77762,0,0
27144,tbl_72619,22,0
27145,tbl_93492,0,0
27146,tbl_93810,14,0
27147,tbl_65091,10,0
27148,tbl_199774,0,0
27149,tbl_322629,0,0
27150,tbl_30990,1,0
27151,tbl_154372,0,7
27152,tbl_314846,0,0
27153,tbl_320344,0,0
27154,tbl_378573,6,0
27155,tbl_131278,0,0
27156,tbl_14027,6,0
27157,tbl_269149,0,0
27158,tbl_269721,0,0
27159,tbl_270264,0,0
27160,tbl_84314,11,0
27161,tbl_84312,0,0
27162,tbl_104160,6,0
27163,tbl_232662,11,0
27164,tbl_15140,2,0
27165,tbl_8951,6,0
27166,tbl_118181,0,12
27167,tbl_177479,12,0
27168,tbl_177766,0,0
27169,tbl_177767,12,0
27170,tbl_99050,0,0
27171,tbl_140551,3,0
27172,tbl_141010,3,0
27173,tbl_141011,6,0
27174,tbl_12310,16,0
27175,tbl_8662,1,0
27176,tbl_14348,3,0
27177,tbl_14347,3,0
27178,tbl_121501,6,0
27179,tbl_52013,0,9
27180,tbl_67464,0,7
27181,tbl_69076,0,7
27182,tbl_69155,0,7
27183,tbl_69779,0,7
27184,tbl_69822,0,7
27185,tbl_69905,0,7
27186,tbl_70532,0,7
27187,tbl_70863,0,7
27188,tbl_71032,0,7
27189,tbl_71077,0,7
27190,tbl_71142,0,7
27191,tbl_71472,0,7
27192,tbl_71580,0,7
27193,tbl_71769,0,7
27194,tbl_72098,0,7
27195,tbl_72190,0,7
27196,tbl_72268,0,7
27197,tbl_72393,0,7
27198,tbl_72425,0,7
27199,tbl_72893,0,7
27200,tbl_72910,0,14
27201,tbl_73019,0,7
27202,tbl_74186,0,7
27203,tbl_74298,0,7
27204,tbl_74713,0,7
27205,tbl_74777,0,7
27206,tbl_74832,0,7
27207,tbl_74914,0,7
27208,tbl_75241,0,7
27209,tbl_75410,0,7
27210,tbl_75534,0,7
27211,tbl_75970,0,7
27212,tbl_76077,0,7
27213,tbl_76249,0,7
27214,tbl_76532,0,5
27215,tbl_76706,0,8
27216,tbl_76844,0,7
27217,tbl_77088,0,7
27218,tbl_77223,0,7
27219,tbl_77593,0,7
27220,tbl_77798,0,7
27221,tbl_78136,0,7
27222,tbl_78241,0,7
27223,tbl_78426,0,7
27224,tbl_78641,0,7
27225,tbl_78653,0,7
27226,tbl_79160,0,7
27227,tbl_79265,0,7
27228,tbl_79574,0,7
27229,tbl_80184,0,7
27230,tbl_80290,0,7
27231,tbl_80689,0,7
27232,tbl_80892,0,7
27233,tbl_81367,0,7
27234,tbl_81622,0,7
27235,tbl_81713,0,7
27236,tbl_82231,0,7
27237,tbl_82338,0,7
27238,tbl_82391,0,7
27239,tbl_82939,0,7
27240,tbl_83255,0,7
27241,tbl_83670,0,7
27242,tbl_83760,0,7
27243,tbl_83772,0,7
27244,tbl_83964,0,7
27245,tbl_84146,0,7
27246,tbl_84472,0,7
27247,tbl_84785,0,6
27248,tbl_84796,0,6
27249,tbl_350155,0,0
27250,tbl_235117,8,0
27251,tbl_12643,11,0
27252,tbl_11618,2,0
27253,tbl_26672,0,12
27254,tbl_29420,10,0
27255,tbl_200553,0,0
27256,tbl_212485,0,0
27257,tbl_50434,0,1
27258,tbl_26368,0,4
27259,tbl_203680,11,0
27260,tbl_203681,0,0
27261,tbl_304252,0,0
27262,tbl_20679,16,0
27263,tbl_195047,0,0
27264,tbl_207124,0,0
27265,tbl_165821,9,0
27266,tbl_166618,0,0
27267,tbl_41916,11,0
27268,tbl_138522,0,0
27269,tbl_116424,0,0
27270,tbl_288770,1,0
27271,tbl_159562,0,0
27272,tbl_211897,0,0
27273,tbl_75240,0,0
27274,tbl_271352,2,0
27275,tbl_46408,12,0
27276,tbl_114305,0,0
27277,tbl_110996,8,0
27278,tbl_111460,0,0
27279,tbl_120263,0,0
27280,tbl_83084,0,0
27281,tbl_83105,0,0
27282,tbl_114623,0,0
27283,tbl_260518,2,0
27284,tbl_122265,6,0
27285,tbl_151764,0,0
27286,tbl_330775,0,0
27287,tbl_200962,0,7
27288,tbl_377242,32,0
27289,tbl_377252,2,0
27290,tbl_69604,22,0
27291,tbl_170743,0,0
27292,tbl_122644,0,0
27293,tbl_72904,0,0
27294,tbl_46133,0,0
27295,tbl_46177,0,0
27296,tbl_92962,0,0
27297,tbl_167856,0,0
27298,tbl_98041,0,0
27299,tbl_159344,0,0
27300,tbl_255358,8,0
27301,tbl_80220,0,0
27302,tbl_127740,24,0
27303,tbl_114685,0,0
27304,tbl_263806,2,0
27305,tbl_263839,2,0
27306,tbl_252775,11,0
27307,tbl_252809,11,0
27308,tbl_126160,12,0
27309,tbl_252467,12,0
27310,tbl_81918,0,0
27311,tbl_235138,0,0
27312,tbl_319868,40,0
27313,tbl_319889,4,0
27314,tbl_130824,0,0
27315,tbl_232054,11,0
27316,tbl_232088,0,0
27317,tbl_94349,0,0
27318,tbl_104183,12,0
27319,tbl_195303,0,0
27320,tbl_137358,0,0
27321,tbl_48574,0,0
27322,tbl_92418,0,0
27323,tbl_235321,0,0
27324,tbl_314954,2,0
27325,tbl_364414,9,0
27326,tbl_378212,2,0
27327,tbl_84817,14,0
27328,tbl_84816,0,0
27329,tbl_113075,0,0
27330,tbl_121081,0,0
27331,tbl_123087,0,0
27332,tbl_365128,9,0
27333,tbl_330915,0,0
27334,tbl_136865,0,5
27335,tbl_119630,11,0
27336,tbl_159604,0,0
27337,tbl_58760,0,2
27338,tbl_31766,1,0
27339,tbl_210931,0,0
27340,tbl_225314,3,0
27341,tbl_275405,2,0
27342,tbl_203760,0,0
27343,tbl_201419,0,0
27344,tbl_119692,0,12
27345,tbl_157630,0,0
27346,tbl_157652,13,0
27347,tbl_156512,0,0
27348,tbl_179958,0,0
27349,tbl_134021,3,0
27350,tbl_107998,24,0
27351,tbl_171812,0,0
27352,tbl_197587,0,0
27353,tbl_211660,0,4
27354,tbl_200603,0,0
27355,tbl_255834,9,0
27356,tbl_265881,2,0
27357,tbl_265914,2,0
27358,tbl_69505,26,0
27359,tbl_202710,22,0
27360,tbl_202711,0,0
27361,tbl_183782,0,4
27362,tbl_101941,0,0
27363,tbl_124585,6,0
27364,tbl_165875,9,0
27365,tbl_120751,6,0
27366,tbl_201996,9,0
27367,tbl_156106,0,0
27368,tbl_100041,12,0
27369,tbl_118241,0,0
27370,tbl_169411,0,0
27371,tbl_145922,0,0
27372,tbl_94410,0,0
27373,tbl_79486,1,0
27374,tbl_45799,10,0
27375,tbl_46571,0,1
27376,tbl_143502,0,0
27377,tbl_268656,14,0
27378,tbl_82604,13,0
27379,tbl_177834,0,0
27380,tbl_235082,0,0
27381,tbl_72264,0,0
27382,tbl_232130,11,0
27383,tbl_232164,0,0
27384,tbl_194036,0,145
27385,tbl_139947,0,0
27386,tbl_291370,46,0
27387,tbl_291390,2,0
27388,tbl_121225,11,0
27389,tbl_152640,0,0
27390,tbl_116262,11,0
27391,tbl_178663,1,0
27392,tbl_41872,39,0
27393,tbl_104456,0,4
27394,tbl_261299,7,0
27395,tbl_261318,1,0
27396,tbl_330802,0,0
27397,tbl_257496,12,0
27398,tbl_257530,11,0
27399,tbl_69738,0,0
27400,tbl_322553,3,0
27401,tbl_322586,1,0
27402,tbl_142039,0,0
27403,tbl_164514,0,0
27404,tbl_194555,0,0
27405,tbl_106303,0,0
27406,tbl_203740,0,0
27407,tbl_212333,6,0
27408,tbl_212366,5,0
27409,tbl_240551,0,0
27410,tbl_380476,13,0
27411,tbl_284705,3,0
27412,tbl_160271,0,0
27413,tbl_281297,11,0
27414,tbl_281330,11,0
27415,tbl_118161,11,0
27416,tbl_124289,0,12
27417,tbl_194862,3,0
27418,tbl_208425,2,0
27419,tbl_202647,0,0
27420,tbl_330842,0,0
27421,tbl_268688,0,0
27422,tbl_268710,15,0
27423,tbl_194147,0,0
27424,tbl_206864,22,0
27425,tbl_315486,1,0
27426,tbl_207590,4,0
27427,tbl_254657,11,0
27428,tbl_167356,16,0
27429,tbl_193938,7,0
27430,tbl_134770,0,0
27431,tbl_335384,16,0
27432,tbl_335417,11,0
27433,tbl_87703,12,0
27434,tbl_130196,0,0
27435,tbl_137804,0,0
27436,tbl_70039,0,0
27437,tbl_71571,0,0
27438,tbl_378532,6,0
27439,tbl_378541,0,0
27440,tbl_76580,0,6
27441,tbl_122596,0,0
27442,tbl_83305,0,0
27443,tbl_83327,0,0
27444,tbl_231974,0,0
27445,tbl_167774,12,0
27446,tbl_108994,0,0
27447,tbl_109027,12,0
27448,tbl_249425,12,0
27449,tbl_310060,3,0
27450,tbl_310094,3,0
27451,tbl_282399,11,0
27452,tbl_282432,9,0
27453,tbl_101442,8,0
27454,tbl_101931,0,0
27455,tbl_107377,0,0
27456,tbl_224289,3,0
27457,tbl_122780,0,0
27458,tbl_106637,18,0
27459,tbl_58396,0,0
27460,tbl_203904,24,0
27461,tbl_31681,1,0
27462,tbl_379501,11,0
27463,tbl_54133,11,0
27464,tbl_207639,0,0
27465,tbl_274792,2,0
27466,tbl_115728,0,0
27467,tbl_198281,13,0
27468,tbl_137425,22,0
27469,tbl_144151,0,0
27470,tbl_171741,12,0
27471,tbl_79510,12,0
27472,tbl_335528,11,0
27473,tbl_113911,11,0
27474,tbl_76686,4,0
27475,tbl_214707,1,0
27476,tbl_149633,22,0
27477,tbl_107857,0,0
27478,tbl_165502,13,0
27479,tbl_71030,0,0
27480,tbl_118988,0,0
27481,tbl_76891,0,0
27482,tbl_81187,13,0
27483,tbl_81188,0,0
27484,tbl_223795,2,0
27485,tbl_93630,12,0
27486,tbl_145831,0,0
27487,tbl_147461,0,0
27488,tbl_91186,2,0
27489,tbl_119120,11,0
27490,tbl_95642,0,0
27491,tbl_78107,13,0
27492,tbl_78108,0,0
27493,tbl_240525,0,0
27494,tbl_165799,12,0
27495,tbl_155286,0,0
27496,tbl_90958,1,0
27497,tbl_195118,7,28
27498,tbl_195119,0,0
27499,tbl_177335,0,0
27500,tbl_69876,0,0
27501,tbl_158580,0,0
27502,tbl_195291,24,0
27503,tbl_208090,9,0
27504,tbl_208112,0,0
27505,tbl_320589,1,0
27506,tbl_200342,0,0
27507,tbl_144745,0,0
27508,tbl_382801,0,30
27509,tbl_176317,11,0
27510,tbl_115984,0,0
27511,tbl_330866,0,0
27512,tbl_84966,0,0
27513,tbl_314844,15,0
27514,tbl_314878,3,0
27515,tbl_82631,13,0
27516,tbl_200649,0,0
27517,tbl_117321,0,0
27518,tbl_125357,0,5
27519,tbl_122022,0,0
27520,tbl_85282,0,0
27521,tbl_241108,0,20
27522,tbl_101193,8,0
27523,tbl_196716,0,0
27524,tbl_80866,12,0
27525,tbl_152799,1,0
27526,tbl_153679,2,2
27527,tbl_218784,3,0
27528,tbl_47740,2,0
27529,tbl_330823,0,0
27530,tbl_125814,0,13
27531,tbl_90312,0,4
27532,tbl_59576,0,0
27533,tbl_59599,11,0
27534,tbl_224631,3,0
27535,tbl_200544,26,0
27536,tbl_379287,6,0
27537,tbl_379297,0,0
27538,tbl_227026,7,0
27539,tbl_227048,3,0
27540,tbl_159412,6,0
27541,tbl_191773,0,0
27542,tbl_191796,0,0
27543,tbl_177547,0,0
27544,tbl_83992,5,0
27545,tbl_92004,0,0
27546,tbl_340462,8,0
27547,tbl_200878,10,0
27548,tbl_157870,4,0
27549,tbl_80920,1,0
27550,tbl_208384,2,0
27551,tbl_155191,0,0
27552,tbl_109955,14,0
27553,tbl_49004,0,0
27554,tbl_199839,0,0
27555,tbl_163165,0,0
27556,tbl_112940,0,0
27557,tbl_114030,0,0
27558,tbl_341603,12,0
27559,tbl_176603,0,0
27560,tbl_210917,0,0
27561,tbl_167439,0,0
27562,tbl_209661,12,0
27563,tbl_209662,0,0
27564,tbl_124099,0,0
27565,tbl_239332,8,0
27566,tbl_121540,0,0
27567,tbl_152721,0,0
27568,tbl_41897,11,0
27569,tbl_291105,8,0
27570,tbl_178424,0,0
27571,tbl_101073,0,0
27572,tbl_133042,0,0
27573,tbl_41859,12,0
27574,tbl_87307,0,0
27575,tbl_118371,0,0
27576,tbl_86126,0,4
27577,tbl_357529,1,0
27578,tbl_175544,0,0
27579,tbl_106129,0,0
27580,tbl_165815,12,0
27581,tbl_268985,14,0
27582,tbl_223908,2,0
27583,tbl_202194,9,0
27584,tbl_361928,12,0
27585,tbl_159360,11,0
27586,tbl_159361,0,0
27587,tbl_74326,0,0
27588,tbl_119453,12,0
27589,tbl_71109,2,0
27590,tbl_71108,0,0
27591,tbl_116297,0,4
27592,tbl_122122,0,0
27593,tbl_92835,0,0
27594,tbl_283501,4,0
27595,tbl_18155,3,0
27596,tbl_18156,3,0
27597,tbl_378559,6,0
27598,tbl_196219,0,0
27599,tbl_8233,13,0
27600,tbl_92310,0,0
27601,tbl_89564,0,4
27602,tbl_165867,8,0
27603,tbl_167347,0,0
27604,tbl_89720,12,0
27605,tbl_92367,0,0
27606,tbl_37689,13,0
27607,tbl_93217,13,0
27608,tbl_123363,0,4
27609,tbl_14304,3,0
27610,tbl_14303,3,0
27611,tbl_3197,1,0
27612,tbl_3217,1,0
27613,tbl_18136,3,0
27614,tbl_18135,3,0
27615,tbl_115029,3,0
27616,tbl_116172,6,0
27617,tbl_125566,12,0
27618,tbl_125932,0,0
27619,tbl_18200,6,0
27620,tbl_38126,9,0
27621,tbl_38136,9,0
27622,tbl_345383,10,0
27623,tbl_209664,12,0
27624,tbl_179553,14,0
27625,tbl_179552,0,0
27626,tbl_109572,12,0
27627,tbl_78520,12,0
27628,tbl_27461,17,0
27629,tbl_177995,0,0
27630,tbl_21055,3,0
27631,tbl_35917,4,0
27632,tbl_35931,4,0
27633,tbl_35946,8,0
27634,tbl_35972,4,0
27635,tbl_53214,0,1
27636,tbl_53279,0,1
27637,tbl_212447,4,0
27638,tbl_133827,0,0
27639,tbl_17592,22,0
27640,tbl_120966,3,0
27641,tbl_11597,2,0
27642,tbl_129371,12,0
27643,tbl_378937,5,0
27644,tbl_15570,1,0
27645,tbl_15572,1,0
27646,tbl_83697,0,0
27647,tbl_9823,10,0
27648,tbl_208153,0,8
27649,tbl_90874,0,0
27650,tbl_228370,0,0
27651,tbl_374748,0,0
27652,tbl_46254,0,0
27653,tbl_47164,0,0
27654,tbl_127074,12,0
27655,tbl_378812,6,0
27656,tbl_72828,0,0
27657,tbl_14308,6,0
27658,tbl_8586,1,0
27659,tbl_194130,0,0
27660,tbl_12462,4,0
27661,tbl_121320,0,0
27662,tbl_163852,11,0
27663,tbl_120512,24,0
27664,tbl_80563,12,0
27665,tbl_118705,12,0
27666,tbl_27407,7,0
27667,tbl_174690,1,0
27668,tbl_320394,0,0
27669,tbl_202950,0,0
27670,tbl_85878,0,0
27671,tbl_209631,20,0
27672,tbl_4467,3,0
27673,tbl_4487,3,0
27674,tbl_14203,3,0
27675,tbl_14204,3,0
27676,tbl_19039,28,0
27677,tbl_142826,12,0
27678,tbl_15599,2,0
27679,tbl_218942,0,0
27680,tbl_297,0,0
27681,tbl_366,0,0
27682,tbl_30420,0,0
27683,tbl_30421,0,0
27684,tbl_203667,11,0
27685,tbl_88721,13,0
27686,tbl_182876,0,4
27687,tbl_57324,10,0
27688,tbl_57840,0,0
27689,tbl_58566,0,1
27690,tbl_40993,12,0
27691,tbl_207577,2,0
27692,tbl_109575,3,0
27693,tbl_110716,6,0
27694,tbl_49610,13,0
27695,tbl_50509,0,1
27696,tbl_41636,16,0
27697,tbl_321375,15,0
27698,tbl_42105,16,8
27699,tbl_304178,0,0
27700,tbl_176278,0,0
27701,tbl_10511,15,0
27702,tbl_79569,14,0
27703,tbl_80008,0,0
27704,tbl_27624,2,0
27705,tbl_195364,2,0
27706,tbl_86589,0,4
27707,tbl_131624,12,0
27708,tbl_63751,0,1
27709,tbl_19046,16,0
27710,tbl_122269,0,0
27711,tbl_40781,13,0
27712,tbl_65105,0,0
27713,tbl_85632,12,0
27714,tbl_194234,6,3
27715,tbl_194236,0,0
27716,tbl_92662,0,15
27717,tbl_93383,0,15
27718,tbl_94345,0,30
27719,tbl_209347,0,0
27720,tbl_208867,0,0
27721,tbl_14357,3,0
27722,tbl_14358,3,0
27723,tbl_19292,3,0
27724,tbl_19291,3,0
27725,tbl_379641,28,0
27726,tbl_8192,12,0
27727,tbl_110973,12,0
27728,tbl_33772,3,0
27729,tbl_36340,3,0
27730,tbl_36474,6,0
27731,tbl_218714,3,0
27732,tbl_311882,5,0
27733,tbl_121730,3,0
27734,tbl_113684,13,0
27735,tbl_124055,13,0
27736,tbl_36041,1,0
27737,tbl_36073,4,0
27738,tbl_36134,1,0
27739,tbl_36150,1,0
27740,tbl_36166,1,0
27741,tbl_36182,2,0
27742,tbl_36198,1,0
27743,tbl_36214,1,0
27744,tbl_36367,1,0
27745,tbl_36384,1,0
27746,tbl_36400,1,0
27747,tbl_36417,1,0
27748,tbl_36433,1,0
27749,tbl_36449,1,0
27750,tbl_36918,1,0
27751,tbl_36934,1,0
27752,tbl_36973,1,0
27753,tbl_104713,0,0
27754,tbl_121278,0,0
27755,tbl_11401,15,0
27756,tbl_8987,6,0
27757,tbl_317517,0,0
27758,tbl_48504,2,1
27759,tbl_49295,10,0
27760,tbl_149926,11,0
27761,tbl_195400,2,0
27762,tbl_195449,24,0
27763,tbl_28840,12,0
27764,tbl_207490,12,0
27765,tbl_133225,0,0
27766,tbl_257661,12,0
27767,tbl_102767,8,0
27768,tbl_47652,10,0
27769,tbl_145002,1,0
27770,tbl_144997,3,0
27771,tbl_101445,3,0
27772,tbl_135516,0,0
27773,tbl_159367,0,0
27774,tbl_209705,11,0
27775,tbl_209704,0,0
27776,tbl_65108,12,0
27777,tbl_12990,1,0
27778,tbl_113718,8,0
27779,tbl_83663,13,0
27780,tbl_83754,0,0
27781,tbl_84057,0,0
27782,tbl_84434,0,0
27783,tbl_84600,0,0
27784,tbl_8261,20,0
27785,tbl_38340,7,0
27786,tbl_38417,7,0
27787,tbl_38494,7,0
27788,tbl_38263,7,0
27789,tbl_38571,7,0
27790,tbl_38648,7,0
27791,tbl_38725,7,0
27792,tbl_38802,7,0
27793,tbl_226460,7,0
27794,tbl_81617,13,0
27795,tbl_82056,0,0
27796,tbl_386703,3,0
27797,tbl_10508,36,0
27798,tbl_34662,12,0
27799,tbl_320119,0,0
27800,tbl_37855,16,0
27801,tbl_137041,0,0
27802,tbl_303949,0,0
27803,tbl_167784,12,0
27804,tbl_14859,12,0
27805,tbl_104129,6,0
27806,tbl_209351,0,0
27807,tbl_178476,0,0
27808,tbl_14252,3,0
27809,tbl_14251,3,0
27810,tbl_3499,12,0
27811,tbl_33856,12,0
27812,tbl_134605,22,0
27813,tbl_134604,0,0
27814,tbl_29906,17,0
27815,tbl_86984,12,0
27816,tbl_47352,10,0
27817,tbl_206371,12,0
27818,tbl_163848,3,0
27819,tbl_55378,12,0
27820,tbl_15413,2,0
27821,tbl_128037,1,0
27822,tbl_198286,12,0
27823,tbl_198287,0,0
27824,tbl_80517,12,0
27825,tbl_145028,3,0
27826,tbl_201856,9,0
27827,tbl_206898,5,0
27828,tbl_206899,5,0
27829,tbl_131648,12,0
27830,tbl_8537,26,0
27831,tbl_82613,4,0
27832,tbl_82635,12,0
27833,tbl_82637,9,0
27834,tbl_65054,1,0
27835,tbl_268650,15,0
27836,tbl_16125,22,0
27837,tbl_209436,5,0
27838,tbl_108276,8,0
27839,tbl_124393,0,0
27840,tbl_11632,2,0
27841,tbl_115702,0,0
27842,tbl_100862,0,0
27843,tbl_345459,10,0
27844,tbl_286666,1,0
27845,tbl_288293,1,0
27846,tbl_98731,12,0
27847,tbl_186549,0,4
27848,tbl_123553,0,0
27849,tbl_328051,13,0
27850,tbl_38368,7,0
27851,tbl_38445,7,0
27852,tbl_38522,7,0
27853,tbl_38291,7,0
27854,tbl_38599,7,0
27855,tbl_38676,7,0
27856,tbl_38753,7,0
27857,tbl_38830,7,0
27858,tbl_227216,7,0
27859,tbl_18577,16,0
27860,tbl_98460,16,0
27861,tbl_101475,0,0
27862,tbl_101511,0,0
27863,tbl_102547,8,0
27864,tbl_50113,0,0
27865,tbl_231598,11,0
27866,tbl_80532,12,0
27867,tbl_21259,16,0
27868,tbl_47840,0,1
27869,tbl_178528,0,0
27870,tbl_127069,12,0
27871,tbl_109608,8,0
27872,tbl_83297,0,0
27873,tbl_69603,0,0
27874,tbl_315416,0,0
27875,tbl_146931,0,0
27876,tbl_101466,12,0
27877,tbl_65506,0,0
27878,tbl_65679,0,1
27879,tbl_65695,0,1
27880,tbl_66123,0,2
27881,tbl_66664,20,0
27882,tbl_89704,12,0
27883,tbl_48577,0,0
27884,tbl_94307,26,0
27885,tbl_208795,0,0
27886,tbl_60851,0,0
27887,tbl_11735,2,0
27888,tbl_41635,15,0
27889,tbl_95639,0,0
27890,tbl_388659,9,0
